Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,No,Travel_Rarely,334,Human Resources,19,5,Other,1,284,2,Female,44,1,2,Healthcare Representative,2,Single,8259,18384,6,Y,No,13,3,3,80,3,35,1,4,16,10,8,11
34,No,Travel_Frequently,326,Human Resources,21,1,Technical Degree,1,285,3,Female,35,2,4,Healthcare Representative,1,Married,17579,2062,9,Y,Yes,20,3,2,80,0,31,4,3,4,2,5,9
50,No,Travel_Rarely,1436,Sales,2,2,Medical,1,286,4,Male,61,4,1,Healthcare Representative,2,Married,11468,3783,2,Y,No,11,4,1,80,3,14,3,1,20,16,15,11
29,No,Non-Travel,148,Human Resources,27,4,Medical,1,287,2,Male,81,3,4,Sales Representative,4,Divorced,6942,10417,9,Y,Yes,15,4,1,80,1,30,1,1,23,17,1,7
39,Yes,Travel_Rarely,217,Sales,20,5,Human Resources,1,288,1,Female,57,3,5,Human Resources,3,Married,16651,8566,2,Y,No,13,3,1,80,3,5,2,3,30,9,2,5
39,No,Non-Travel,153,Research & Development,10,1,Technical Degree,1,289,4,Male,93,2,3,Research Director,1,Single,5788,19426,1,Y,Yes,11,3,1,80,0,24,1,3,39,15,6,0
47,No,Travel_Rarely,664,Research & Development,2,3,Technical Degree,1,290,3,Female,48,3,4,Manager,1,Divorced,2371,12872,5,Y,No,12,3,3,80,0,17,5,4,29,12,2,12
55,No,Non-Travel,1167,Research & Development,2,1,Medical,1,291,4,Male,44,3,4,Sales Representative,1,Single,9120,17318,5,Y,Yes,20,3,1,80,3,21,5,2,6,19,12,15
55,Yes,Travel_Frequently,152,Human Resources,28,3,Medical,1,292,2,Female,35,4,4,Human Resources,2,Divorced,7702,3234,0,Y,No,15,4,2,80,2,30,0,2,6,11,2,17
25,No,Non-Travel,657,Sales,24,5,Medical,1,293,3,Female,67,2,5,Manager,2,Single,10347,3984,6,Y,Yes,21,3,2,80,0,35,1,4,26,3,4,11
44,No,Travel_Frequently,1225,Research & Development,17,3,Human Resources,1,294,4,Male,55,3,4,Sales Executive,3,Divorced,4661,19978,3,Y,No,13,4,2,80,2,8,6,4,23,7,2,4
44,No,Travel_Frequently,967,Sales,16,4,Technical Degree,1,295,1,Female,80,2,5,Manufacturing Director,3,Single,8651,24641,2,Y,Yes,16,4,2,80,2,2,1,1,18,11,2,12
51,No,Non-Travel,497,Research & Development,16,3,Medical,1,296,3,Male,82,3,5,Research Director,1,Single,6878,3952,7,Y,No,19,4,1,80,2,32,5,4,33,18,10,7
38,No,Travel_Rarely,1261,Human Resources,14,4,Life Sciences,1,297,1,Male,85,4,3,Sales Representative,3,Married,15091,20079,1,Y,No,16,3,3,80,2,26,2,2,21,14,4,5
47,No,Travel_Rarely,774,Human Resources,7,5,Technical Degree,1,298,2,Male,88,2,1,Laboratory Technician,2,Divorced,6315,19338,8,Y,No,12,3,4,80,0,0,2,2,26,15,13,2
50,No,Travel_Rarely,486,Sales,21,5,Human Resources,1,299,4,Male,99,3,5,Laboratory Technician,3,Divorced,11965,5291,7,Y,No,12,4,1,80,0,8,4,3,5,11,4,3
45,Yes,Travel_Rarely,210,Human Resources,11,1,Life Sciences,1,300,1,Female,87,4,2,Laboratory Technician,2,Married,10308,10548,7,Y,No,25,3,4,80,2,4,6,1,9,19,15,11
50,Yes,Travel_Rarely,713,Human Resources,24,4,Marketing,1,301,2,Male,42,3,4,Sales Executive,3,Single,8474,16504,2,Y,No,23,3,3,80,0,14,6,3,30,17,11,12
22,No,Travel_Frequently,116,Sales,1,4,Technical Degree,1,302,4,Male,72,2,2,Sales Executive,4,Single,3374,13787,3,Y,No,23,4,1,80,2,8,2,1,24,11,8,1
36,Yes,Travel_Rarely,1305,Research & Development,11,2,Marketing,1,303,2,Male,80,3,4,Manager,2,Divorced,13395,2968,1,Y,No,18,4,4,80,2,27,1,3,1,15,0,3
21,No,Travel_Frequently,983,Human Resources,23,2,Medical,1,304,1,Male,48,2,3,Sales Executive,4,Single,9393,18625,1,Y,Yes,21,3,3,80,2,12,0,1,9,19,13,12
52,No,Travel_Frequently,640,Sales,21,2,Human Resources,1,305,2,Female,50,2,5,Healthcare Representative,2,Divorced,6403,6234,3,Y,Yes,18,4,4,80,3,23,2,4,9,10,0,7
34,No,Travel_Frequently,270,Human Resources,4,3,Medical,1,306,3,Male,53,3,1,Manufacturing Director,3,Divorced,5546,10338,5,Y,Yes,16,3,2,80,1,9,6,2,25,19,10,7
45,No,Non-Travel,508,Human Resources,7,2,Human Resources,1,307,4,Female,55,4,5,Healthcare Representative,4,Single,5977,9349,4,Y,No,20,3,2,80,0,21,6,4,4,13,13,15
47,No,Non-Travel,839,Human Resources,26,4,Other,1,308,2,Female,74,1,4,Sales Representative,3,Single,11388,15368,0,Y,No,17,4,3,80,0,38,5,1,21,1,8,10
46,No,Travel_Frequently,1311,Human Resources,15,3,Medical,1,309,1,Female,57,4,1,Manager,2,Single,10988,23545,9,Y,Yes,11,4,3,80,2,21,5,1,3,12,4,17
23,No,Non-Travel,957,Sales,18,5,Marketing,1,310,4,Male,58,4,5,Human Resources,4,Married,5892,17201,0,Y,Yes,25,3,4,80,3,36,4,3,33,13,3,3
52,No,Travel_Rarely,329,Sales,12,1,Human Resources,1,311,3,Male,46,3,1,Manager,1,Divorced,16008,18070,5,Y,No,22,4,3,80,3,38,4,1,6,5,1,0
58,No,Travel_Rarely,218,Sales,17,2,Medical,1,312,4,Male,97,4,4,Human Resources,3,Single,5249,10734,2,Y,No,19,3,2,80,0,19,1,4,16,11,11,0
54,No,Travel_Frequently,1279,Human Resources,1,5,Technical Degree,1,313,3,Male,73,4,3,Manufacturing Director,2,Married,2111,10883,2,Y,Yes,15,4,2,80,2,9,2,1,10,6,8,13
41,Yes,Travel_Rarely,883,Human Resources,11,4,Human Resources,1,314,4,Female,90,1,3,Sales Executive,4,Single,19066,3025,6,Y,No,19,3,1,80,0,9,2,1,7,3,5,3
46,No,Travel_Frequently,564,Human Resources,28,1,Human Resources,1,315,2,Female,97,4,5,Sales Executive,3,Divorced,19545,14197,0,Y,Yes,12,4,4,80,2,25,4,3,27,6,14,10
48,No,Travel_Frequently,203,Sales,1,5,Medical,1,316,2,Male,54,1,2,Sales Representative,4,Married,9400,5359,0,Y,No,24,3,3,80,2,24,2,1,32,12,8,17
52,No,Travel_Rarely,797,Human Resources,15,1,Other,1,317,1,Male,96,3,4,Laboratory Technician,3,Divorced,4379,7257,9,Y,Yes,18,3,3,80,1,27,1,3,24,10,4,15
50,No,Non-Travel,274,Research & Development,28,2,Medical,1,318,3,Male,31,1,5,Research Scientist,3,Single,15180,24120,2,Y,Yes,17,4,3,80,2,12,0,2,20,7,3,16
38,Yes,Travel_Rarely,844,Human Resources,21,4,Marketing,1,319,1,Male,78,2,5,Manager,3,Single,10352,4951,7,Y,No,21,3,4,80,1,14,5,3,11,18,6,1
49,Yes,Travel_Rarely,1257,Research & Development,10,1,Marketing,1,320,2,Male,99,2,3,Manager,4,Single,19809,9389,0,Y,Yes,24,3,2,80,0,5,1,1,25,1,4,3
40,No,Travel_Frequently,764,Human Resources,7,5,Human Resources,1,321,3,Male,55,1,1,Sales Representative,4,Married,10469,16666,9,Y,No,14,3,3,80,0,11,2,2,28,17,7,2
50,Yes,Travel_Frequently,132,Sales,2,2,Human Resources,1,322,1,Male,56,2,4,Healthcare Representative,3,Married,11748,16952,3,Y,No,13,3,3,80,3,18,1,1,37,9,7,14
20,No,Travel_Frequently,154,Human Resources,10,2,Medical,1,323,1,Female,47,3,1,Research Director,1,Married,12107,20939,8,Y,No,14,3,2,80,1,31,5,3,34,5,12,1
35,No,Travel_Frequently,618,Research & Development,24,5,Marketing,1,324,1,Female,83,2,4,Sales Representative,1,Married,14942,16227,3,Y,No,14,4,3,80,0,10,3,4,36,3,1,8
42,No,Non-Travel,855,Research & Development,4,5,Marketing,1,325,1,Female,30,1,2,Research Scientist,1,Single,18686,19534,9,Y,No,20,3,1,80,1,37,6,2,28,18,12,9
59,No,Non-Travel,111,Human Resources,12,1,Other,1,326,1,Female,90,3,3,Sales Executive,2,Single,6533,17624,7,Y,Yes,20,3,2,80,0,32,5,4,23,13,14,4
48,No,Non-Travel,819,Research & Development,19,3,Technical Degree,1,327,3,Male,32,2,2,Human Resources,1,Single,6281,3735,6,Y,No,18,3,2,80,1,1,6,4,14,13,4,13
20,No,Travel_Frequently,654,Research & Development,26,2,Other,1,328,1,Male,97,3,5,Healthcare Representative,4,Married,6768,19422,2,Y,No,23,4,2,80,1,14,5,2,5,17,9,9
57,No,Travel_Frequently,472,Sales,11,1,Life Sciences,1,329,3,Male,70,1,3,Healthcare Representative,1,Married,19384,8369,6,Y,Yes,23,4,1,80,2,35,3,4,31,16,7,15
41,No,Travel_Frequently,583,Human Resources,8,5,Other,1,330,1,Male,66,2,5,Manufacturing Director,4,Single,14198,9127,6,Y,No,14,3,2,80,0,4,2,4,33,17,2,5
49,No,Non-Travel,1072,Human Resources,18,1,Medical,1,331,2,Male,80,3,2,Research Scientist,2,Single,9169,4912,9,Y,Yes,24,3,4,80,3,14,2,4,35,17,6,7
39,No,Travel_Frequently,1351,Human Resources,11,5,Technical Degree,1,332,2,Female,44,3,4,Healthcare Representative,4,Married,9361,17464,2,Y,No,15,4,4,80,2,9,0,4,19,4,2,1
40,No,Travel_Rarely,722,Research & Development,11,4,Medical,1,333,1,Male,37,2,5,Research Scientist,4,Divorced,5830,23224,1,Y,Yes,12,4,4,80,3,16,5,2,11,8,14,17
19,No,Travel_Rarely,406,Human Resources,13,5,Life Sciences,1,334,4,Female,67,3,1,Sales Representative,4,Single,4882,14606,8,Y,No,23,3,2,80,1,33,1,1,34,0,5,7
44,No,Travel_Frequently,556,Human Resources,3,5,Technical Degree,1,335,2,Male,85,3,4,Human Resources,1,Single,2998,3242,0,Y,No,14,4,2,80,2,23,0,4,37,3,1,4
59,No,Travel_Rarely,259,Sales,12,5,Human Resources,1,336,3,Female,76,1,4,Human Resources,3,Single,17942,17636,6,Y,No,17,3,2,80,1,9,2,2,16,6,5,16
19,No,Travel_Rarely,430,Sales,3,3,Marketing,1,337,1,Male,39,1,2,Manager,4,Married,18668,12108,3,Y,No,13,3,1,80,0,29,2,2,26,10,5,15
43,No,Non-Travel,875,Sales,10,5,Other,1,338,3,Female,78,1,2,Sales Executive,1,Single,18246,10098,1,Y,No,24,3,4,80,0,2,4,2,16,13,7,4
34,Yes,Travel_Frequently,324,Research & Development,27,2,Medical,1,339,4,Male,70,1,3,Manager,1,Single,5065,5412,1,Y,Yes,24,4,3,80,3,36,0,2,10,9,4,16
57,No,Travel_Frequently,1082,Human Resources,17,2,Life Sciences,1,340,1,Male,59,1,3,Healthcare Representative,1,Single,12467,20883,7,Y,Yes,11,3,3,80,0,2,2,3,38,18,13,3
50,No,Non-Travel,828,Sales,22,1,Marketing,1,341,2,Male,34,1,1,Manufacturing Director,3,Single,19878,13632,6,Y,No,23,3,2,80,3,39,3,1,1,7,0,0
26,No,Travel_Rarely,1168,Sales,2,3,Other,1,342,3,Male,60,2,4,Manager,3,Single,14076,15231,6,Y,Yes,18,4,1,80,1,4,6,1,1,2,14,5
56,No,Travel_Rarely,1337,Sales,17,1,Marketing,1,343,2,Female,81,1,1,Manager,3,Divorced,4543,17183,4,Y,No,18,3,2,80,2,27,4,4,28,7,7,0
46,No,Travel_Frequently,1182,Human Resources,16,2,Other,1,344,2,Male,52,3,1,Manager,3,Divorced,12033,9160,9,Y,No,16,3,3,80,0,13,1,2,23,17,11,3
59,No,Travel_Rarely,743,Human Resources,2,2,Human Resources,1,345,1,Female,77,2,2,Research Scientist,2,Single,3401,24494,7,Y,No,17,3,4,80,1,38,6,3,23,4,8,1
43,Yes,Non-Travel,715,Human Resources,28,4,Technical Degree,1,346,3,Male,69,3,1,Sales Representative,3,Single,18829,21929,1,Y,Yes,25,4,3,80,2,10,4,2,15,19,0,12
52,No,Non-Travel,294,Research & Development,22,5,Marketing,1,347,4,Female,35,1,1,Manufacturing Director,3,Single,6522,19597,1,Y,No,20,4,4,80,1,7,5,4,30,10,4,13
42,Yes,Travel_Frequently,588,Research & Development,20,2,Marketing,1,348,2,Male,67,1,5,Human Resources,3,Single,4551,13123,4,Y,Yes,21,3,4,80,3,36,5,1,8,8,11,16
41,No,Non-Travel,256,Sales,6,1,Marketing,1,349,1,Male,70,3,3,Research Scientist,4,Married,6816,18802,0,Y,No,12,4,1,80,1,7,1,4,26,18,5,10
30,No,Non-Travel,709,Human Resources,28,1,Technical Degree,1,350,1,Female,56,3,3,Healthcare Representative,4,Married,9699,6960,5,Y,No,15,3,3,80,3,11,3,4,13,11,3,2
24,No,Travel_Frequently,1349,Sales,25,5,Life Sciences,1,351,4,Male,98,3,4,Manufacturing Director,3,Married,4629,2788,3,Y,Yes,22,3,2,80,3,14,1,4,24,4,13,6
53,No,Non-Travel,511,Human Resources,29,5,Other,1,352,1,Male,86,4,3,Human Resources,2,Divorced,9687,20255,5,Y,No,17,4,1,80,0,18,0,4,21,15,10,9
37,No,Non-Travel,1328,Human Resources,10,4,Human Resources,1,353,2,Female,46,4,4,Manufacturing Director,4,Single,12156,15350,6,Y,Yes,25,4,4,80,3,27,6,4,34,12,1,10
18,Yes,Non-Travel,1202,Human Resources,28,3,Marketing,1,354,1,Male,76,4,5,Research Director,1,Married,19441,20409,2,Y,No,19,3,3,80,3,6,1,4,32,5,4,9
25,No,Travel_Rarely,1247,Research & Development,10,1,Technical Degree,1,355,3,Female,42,4,3,Research Director,4,Single,8834,24648,7,Y,No,11,4,2,80,1,39,1,4,26,15,13,7
33,Yes,Travel_Frequently,570,Research & Development,8,5,Life Sciences,1,356,3,Male,40,2,5,Manager,1,Single,6849,4446,6,Y,No,25,4,1,80,3,6,4,1,39,17,13,4
31,No,Travel_Frequently,1341,Human Resources,1,1,Other,1,357,2,Female,53,1,3,Manager,4,Divorced,17782,23207,0,Y,Yes,13,4,2,80,3,29,3,1,25,16,3,1
29,No,Travel_Frequently,615,Sales,13,5,Technical Degree,1,358,3,Female,33,3,3,Research Director,3,Divorced,17827,18183,5,Y,No,16,3,3,80,1,17,1,2,18,11,12,14
40,Yes,Travel_Rarely,1227,Human Resources,24,2,Human Resources,1,359,4,Female,75,1,5,Human Resources,4,Married,11431,10752,6,Y,Yes,24,3,2,80,2,23,0,2,38,0,6,15
32,No,Travel_Rarely,492,Human Resources,9,1,Human Resources,1,360,1,Female,47,3,1,Healthcare Representative,3,Married,6150,21035,3,Y,No,17,4,1,80,0,5,4,3,25,6,5,3
45,No,Travel_Frequently,730,Sales,22,2,Other,1,361,2,Male,72,1,1,Sales Executive,3,Divorced,13289,15440,1,Y,No,16,3,2,80,1,3,3,3,5,13,2,15
51,Yes,Travel_Rarely,707,Human Resources,10,1,Marketing,1,362,4,Male,62,2,1,Sales Executive,4,Divorced,11496,14096,9,Y,Yes,11,3,3,80,3,2,3,1,2,17,8,11
19,No,Travel_Frequently,1079,Sales,15,3,Human Resources,1,363,1,Female,39,4,1,Research Scientist,1,Single,8470,18923,8,Y,No,14,4,1,80,1,5,2,1,5,0,13,13
49,No,Travel_Rarely,533,Research & Development,5,4,Life Sciences,1,364,4,Male,88,1,3,Healthcare Representative,1,Single,15257,8499,6,Y,No,16,3,4,80,2,25,5,3,27,19,3,11
40,No,Non-Travel,1454,Research & Development,22,2,Technical Degree,1,365,2,Male,60,3,2,Manufacturing Director,4,Married,5712,23139,0,Y,Yes,18,4,1,80,1,37,6,1,2,9,14,15
39,No,Non-Travel,1266,Sales,16,5,Life Sciences,1,366,2,Male,57,1,5,Sales Executive,3,Married,14721,16767,7,Y,Yes,20,3,3,80,1,10,0,3,12,14,15,15
42,No,Travel_Frequently,639,Research & Development,13,3,Marketing,1,367,4,Female,89,2,2,Manufacturing Director,1,Divorced,14495,24343,2,Y,Yes,25,3,2,80,1,28,5,2,12,10,10,11
39,No,Travel_Rarely,377,Research & Development,22,1,Life Sciences,1,368,1,Male,32,2,2,Manufacturing Director,2,Married,14420,21673,3,Y,No,24,4,4,80,1,19,4,1,12,3,4,1
39,No,Travel_Rarely,332,Sales,25,2,Life Sciences,1,369,3,Male,84,1,4,Manufacturing Director,3,Single,7315,23930,4,Y,Yes,14,3,4,80,3,9,4,1,0,14,13,13
59,No,Non-Travel,1213,Research & Development,20,1,Medical,1,370,3,Female,43,4,1,Sales Executive,4,Divorced,7381,13337,0,Y,Yes,17,4,2,80,1,25,0,3,39,15,2,10
23,No,Non-Travel,1322,Human Resources,18,1,Life Sciences,1,371,4,Male,87,3,3,Human Resources,3,Single,11497,17819,5,Y,No,21,3,3,80,2,26,3,4,36,14,7,8
32,No,Travel_Rarely,461,Human Resources,11,1,Other,1,372,2,Female,44,2,1,Laboratory Technician,2,Divorced,15494,17784,9,Y,Yes,13,3,1,80,1,13,1,4,30,16,10,6
54,No,Travel_Rarely,125,Sales,27,4,Technical Degree,1,373,1,Female,31,2,1,Manufacturing Director,2,Divorced,18950,21142,5,Y,Yes,18,3,3,80,1,35,0,2,16,10,6,11
50,Yes,Travel_Rarely,1148,Research & Development,9,4,Medical,1,374,1,Female,53,1,2,Healthcare Representative,1,Single,17752,7311,1,Y,No,11,4,4,80,3,11,4,1,8,17,10,16
25,No,Travel_Rarely,606,Human Resources,16,5,Technical Degree,1,375,2,Male,93,2,4,Sales Representative,2,Married,6622,13452,9,Y,Yes,14,3,1,80,3,22,5,1,12,15,10,8
22,No,Travel_Rarely,1424,Human Resources,2,2,Technical Degree,1,376,3,Male,53,2,1,Manager,3,Married,6132,22491,5,Y,No,18,3,1,80,1,20,6,3,36,14,14,5
56,No,Travel_Rarely,1462,Research & Development,26,3,Marketing,1,377,1,Female,56,3,5,Healthcare Representative,1,Married,10830,16574,7,Y,Yes,20,4,2,80,3,7,0,4,13,10,6,11
21,No,Travel_Frequently,366,Research & Development,25,3,Marketing,1,378,4,Female,66,4,5,Research Director,2,Married,8995,20279,5,Y,Yes,14,4,3,80,3,38,3,4,10,12,7,9
23,Yes,Travel_Rarely,560,Human Resources,2,3,Medical,1,379,3,Female,68,3,1,Sales Executive,1,Single,4670,17952,3,Y,No,12,3,1,80,1,8,6,2,24,17,6,8
49,No,Non-Travel,555,Human Resources,12,1,Human Resources,1,380,4,Female,92,4,2,Sales Representative,1,Divorced,11364,4500,3,Y,Yes,12,4,2,80,3,23,6,4,30,7,2,11
47,No,Travel_Frequently,1483,Sales,8,4,Marketing,1,381,3,Female,55,3,2,Manager,4,Single,12041,16718,8,Y,No,14,4,3,80,0,30,6,4,13,8,2,0
52,No,Travel_Rarely,1191,Sales,9,2,Marketing,1,382,2,Female,94,1,3,Healthcare Representative,1,Married,11054,4829,5,Y,Yes,25,4,4,80,0,24,2,4,6,10,1,1
57,No,Non-Travel,1106,Human Resources,12,1,Marketing,1,383,4,Male,33,2,4,Sales Representative,1,Married,13637,2047,7,Y,Yes,23,4,4,80,0,16,6,3,23,16,12,0
33,No,Travel_Frequently,962,Sales,26,4,Technical Degree,1,384,4,Female,58,4,2,Laboratory Technician,2,Single,12757,4364,7,Y,No,14,3,3,80,3,28,2,4,35,0,0,15
30,No,Non-Travel,590,Human Resources,9,4,Medical,1,385,2,Female,30,1,3,Sales Executive,3,Divorced,10490,24050,6,Y,No,25,4,1,80,0,2,1,2,2,10,4,15
59,Yes,Travel_Rarely,1172,Human Resources,10,2,Technical Degree,1,386,4,Female,79,2,5,Human Resources,3,Single,14329,14864,2,Y,Yes,12,3,1,80,2,20,1,4,25,6,11,17
47,No,Travel_Rarely,663,Sales,25,2,Other,1,387,3,Male,40,2,5,Research Scientist,2,Single,2770,24842,9,Y,Yes,17,3,4,80,0,7,6,2,25,7,3,17
36,No,Travel_Rarely,1225,Sales,2,2,Technical Degree,1,388,1,Male,88,2,5,Laboratory Technician,3,Single,5854,10177,0,Y,Yes,25,3,4,80,2,13,3,3,0,18,15,12
34,No,Travel_Rarely,315,Research & Development,16,1,Other,1,389,1,Male,91,3,1,Research Director,1,Divorced,5118,15347,4,Y,No,16,4,1,80,3,38,5,3,14,3,14,11
36,Yes,Travel_Frequently,658,Research & Development,20,5,Life Sciences,1,390,2,Male,65,1,4,Human Resources,4,Single,11901,9931,9,Y,No,21,4,3,80,0,15,1,2,10,3,12,8
45,No,Travel_Frequently,258,Research & Development,7,2,Life Sciences,1,391,3,Female,85,1,3,Laboratory Technician,1,Single,19374,21186,9,Y,Yes,13,3,4,80,2,17,2,3,36,18,10,4
43,No,Non-Travel,588,Human Resources,28,5,Other,1,392,4,Male,50,2,4,Manager,1,Married,19094,14841,1,Y,Yes,18,3,1,80,3,30,3,1,6,8,1,8
54,No,Travel_Rarely,785,Sales,2,1,Other,1,393,4,Female,42,4,1,Sales Representative,4,Single,15522,13844,9,Y,Yes,18,4,3,80,0,10,6,1,11,16,0,12
43,No,Non-Travel,1365,Human Resources,1,5,Technical Degree,1,394,1,Female,38,1,3,Sales Executive,2,Married,2038,10594,1,Y,No,11,4,2,80,1,37,3,1,37,17,13,15
40,Yes,Travel_Frequently,893,Sales,19,3,Other,1,395,4,Female,40,3,3,Sales Representative,1,Married,19659,15418,6,Y,Yes,13,3,3,80,0,19,3,1,2,0,13,9
26,No,Travel_Rarely,104,Human Resources,28,5,Medical,1,396,1,Female,99,4,2,Manufacturing Director,1,Married,18002,4086,2,Y,No,15,4,1,80,0,3,0,1,25,13,2,15
29,No,Travel_Rarely,460,Research & Development,4,2,Life Sciences,1,397,2,Female,30,4,4,Healthcare Representative,2,Divorced,6857,12419,7,Y,No,12,4,3,80,0,19,5,3,29,3,12,13
18,Yes,Travel_Frequently,558,Research & Development,24,1,Life Sciences,1,398,4,Female,99,4,4,Research Director,1,Married,18312,24539,8,Y,Yes,22,3,1,80,1,30,6,2,31,9,5,1
18,No,Travel_Frequently,347,Research & Development,22,2,Human Resources,1,399,3,Male,85,4,2,Manufacturing Director,1,Single,3436,13602,7,Y,No,22,4,4,80,2,19,5,3,35,13,12,10
51,Yes,Travel_Frequently,1045,Human Resources,27,3,Other,1,400,4,Male,60,1,5,Manufacturing Director,3,Single,9693,13182,5,Y,No,15,4,2,80,2,10,1,4,36,6,1,10
49,No,Travel_Frequently,521,Sales,2,2,Marketing,1,401,1,Male,66,2,1,Research Director,2,Married,15218,14835,4,Y,Yes,21,3,4,80,1,0,5,1,17,11,9,13
42,Yes,Travel_Frequently,114,Sales,25,2,Marketing,1,402,2,Male,76,4,4,Healthcare Representative,1,Married,6251,19533,2,Y,Yes,20,4,4,80,0,17,4,1,0,15,14,14
57,No,Travel_Rarely,835,Research & Development,14,2,Other,1,403,1,Male,76,3,2,Manager,1,Single,11305,18446,2,Y,Yes,13,3,1,80,0,38,2,3,20,4,12,6
18,Yes,Travel_Frequently,1245,Research & Development,2,4,Medical,1,404,4,Female,98,3,3,Healthcare Representative,4,Married,12590,5153,6,Y,Yes,25,4,1,80,0,32,1,4,27,10,6,14
33,No,Travel_Rarely,376,Research & Development,29,3,Marketing,1,405,1,Male,87,2,2,Sales Executive,4,Divorced,9662,11200,4,Y,Yes,19,3,1,80,2,35,6,3,15,3,10,7
56,No,Travel_Rarely,552,Research & Development,15,2,Human Resources,1,406,1,Male,65,1,5,Sales Representative,4,Married,5123,24322,5,Y,Yes,21,4,1,80,2,17,5,2,27,12,6,3
22,No,Travel_Frequently,1417,Sales,12,2,Other,1,407,2,Male,61,2,1,Manager,1,Divorced,19037,12223,5,Y,Yes,11,3,4,80,1,30,2,1,21,7,10,17
39,No,Travel_Frequently,697,Human Resources,5,2,Medical,1,408,3,Female,93,4,5,Research Scientist,1,Divorced,6158,12273,8,Y,No,14,4,1,80,3,34,6,3,18,6,2,13
46,No,Travel_Rarely,545,Human Resources,28,1,Medical,1,409,4,Female,71,1,3,Sales Representative,4,Divorced,10700,2751,0,Y,Yes,20,4,1,80,1,38,6,2,0,10,13,17
20,No,Travel_Frequently,309,Human Resources,20,4,Technical Degree,1,410,2,Female,77,1,3,Manager,3,Married,12531,10849,7,Y,Yes,16,4,4,80,2,37,1,1,30,10,0,3
29,No,Travel_Frequently,813,Human Resources,29,1,Medical,1,411,3,Male,59,4,3,Healthcare Representative,3,Divorced,11879,19084,9,Y,Yes,25,3,2,80,0,14,4,1,33,16,8,1
43,No,Travel_Frequently,401,Research & Development,7,4,Marketing,1,412,1,Male,50,3,3,Research Director,3,Divorced,7543,18220,4,Y,Yes,19,4,2,80,0,5,2,1,39,13,10,5
33,No,Non-Travel,1346,Research & Development,24,2,Marketing,1,413,3,Male,89,4,2,Healthcare Representative,3,Married,15980,12348,5,Y,Yes,13,3,3,80,0,7,4,4,5,1,4,10
54,No,Travel_Rarely,102,Research & Development,21,3,Other,1,414,1,Male,42,2,3,Research Scientist,2,Divorced,17156,19924,5,Y,Yes,25,4,4,80,0,39,2,3,27,19,1,0
39,No,Non-Travel,1089,Human Resources,10,5,Other,1,415,1,Male,30,4,3,Manager,4,Married,11580,21416,0,Y,No,13,4,1,80,3,21,0,1,2,7,14,14
46,No,Travel_Frequently,1216,Research & Development,14,5,Medical,1,416,2,Female,94,3,2,Sales Executive,1,Single,5911,8167,2,Y,Yes,25,4,3,80,1,0,6,1,30,1,7,11
31,No,Non-Travel,619,Research & Development,14,2,Human Resources,1,417,1,Male,62,4,3,Healthcare Representative,4,Divorced,15582,8364,5,Y,No,22,4,2,80,1,12,0,2,15,14,11,17
45,Yes,Travel_Frequently,592,Sales,5,1,Life Sciences,1,418,2,Female,67,2,5,Manager,3,Married,13120,3983,8,Y,Yes,15,4,2,80,2,23,2,3,16,4,9,4
22,Yes,Non-Travel,1358,Sales,18,3,Technical Degree,1,419,3,Male,54,2,5,Sales Representative,1,Single,7235,16629,5,Y,No,17,4,4,80,1,20,2,2,26,5,9,10
47,No,Travel_Frequently,719,Research & Development,24,4,Life Sciences,1,420,3,Female,55,3,4,Research Scientist,2,Divorced,6799,18288,5,Y,No,24,3,1,80,3,3,4,3,23,16,3,0
22,No,Non-Travel,1284,Sales,14,2,Medical,1,421,1,Female,88,2,5,Sales Executive,4,Divorced,16225,13273,0,Y,No,15,3,1,80,3,6,6,1,19,7,10,16
29,No,Non-Travel,430,Sales,2,3,Medical,1,422,2,Female,62,2,1,Manager,1,Married,18709,24180,8,Y,Yes,21,4,3,80,3,11,5,4,31,18,9,7
33,No,Non-Travel,432,Research & Development,26,3,Life Sciences,1,423,1,Female,70,4,1,Laboratory Technician,1,Single,5766,9648,3,Y,Yes,18,4,2,80,0,12,6,2,34,4,11,15
43,No,Travel_Rarely,149,Research & Development,12,4,Technical Degree,1,424,2,Male,59,1,1,Healthcare Representative,3,Married,6111,9894,1,Y,Yes,15,4,3,80,2,15,3,4,12,18,6,10
43,No,Non-Travel,962,Research & Development,22,3,Life Sciences,1,425,2,Male,86,2,2,Research Scientist,3,Divorced,9015,15305,0,Y,Yes,17,4,3,80,3,5,2,4,19,13,13,10
38,No,Travel_Rarely,371,Research & Development,24,1,Other,1,426,2,Male,78,2,5,Sales Executive,4,Divorced,8856,14925,2,Y,Yes,16,4,3,80,1,13,1,4,1,9,12,14
